Sex,Nationality,Country_of_residence,Work_regions,Periods,Werknemers_1,Sex_%,,,
Male,Belgian,Belgium,East Groningen,2010,10,1.000,,,
Male,Belgian,Belgium,East Groningen,2011,10,1.000,,,
Male,Belgian,Belgium,East Groningen,2012,10,1.000,,,
Male,Belgian,Belgium,East Groningen,2013,10,1.000,,,
Male,Belgian,Belgium,East Groningen,2014,10,1.000,,,
Male,Belgian,Belgium,East Groningen,2015,10,1.000,,,
Male,Belgian,Belgium,East Groningen,2016,10,0.500,,,
Male,Belgian,Belgium,East Groningen,2017,10,1.000,,,
Male,Belgian,Belgium,Delfzijl and surroundings,2013,10,1.000,,,
Male,Belgian,Belgium,Delfzijl and surroundings,2014,10,1.000,,,
Male,Belgian,Belgium,Delfzijl and surroundings,2016,10,1.000,,,
Male,Belgian,Belgium,Delfzijl and surroundings,2017,10,1.000,,,
Male,Belgian,Belgium,Delfzijl and surroundings,2018,10,1.000,,,
Male,Belgian,Belgium,Other Groningen ,2010,10,0.500,,,
Male,Belgian,Belgium,Other Groningen ,2011,20,0.667,,,
Male,Belgian,Belgium,Other Groningen ,2012,20,0.667,,,
Male,Belgian,Belgium,Other Groningen ,2013,30,0.600,,,
Male,Belgian,Belgium,Other Groningen ,2014,50,0.714,,,
Male,Belgian,Belgium,Other Groningen ,2015,40,0.667,,,
Male,Belgian,Belgium,Other Groningen ,2016,60,0.667,,,
Male,Belgian,Belgium,Other Groningen ,2017,50,0.833,,,
Male,Belgian,Belgium,Other Groningen ,2018,20,0.667,,,
Male,Belgian,Belgium,North Frisia,2010,10,1.000,,,
Male,Belgian,Belgium,North Frisia,2011,10,1.000,,,
Male,Belgian,Belgium,North Frisia,2012,10,1.000,,,
Male,Belgian,Belgium,North Frisia,2013,20,1.000,,,
Male,Belgian,Belgium,North Frisia,2014,20,1.000,,,
Male,Belgian,Belgium,North Frisia,2015,20,0.667,,,
Male,Belgian,Belgium,North Frisia,2016,30,0.750,,,
Male,Belgian,Belgium,North Frisia,2017,20,0.667,,,
Male,Belgian,Belgium,North Frisia,2018,10,1.000,,,
Male,Belgian,Belgium,South West Friesland,2011,10,1.000,,,
Male,Belgian,Belgium,South West Friesland,2012,10,1.000,,,
Male,Belgian,Belgium,South West Friesland,2013,10,1.000,,,
Male,Belgian,Belgium,South West Friesland,2014,10,1.000,,,
Male,Belgian,Belgium,South West Friesland,2015,20,1.000,,,
Male,Belgian,Belgium,South West Friesland,2016,10,1.000,,,
Male,Belgian,Belgium,South West Friesland,2017,20,1.000,,,
Male,Belgian,Belgium,South West Friesland,2018,10,1.000,,,
Male,Belgian,Belgium,South East Friesland,2010,10,1.000,,,
Male,Belgian,Belgium,South East Friesland,2011,20,1.000,,,
Male,Belgian,Belgium,South East Friesland,2012,10,1.000,,,
Male,Belgian,Belgium,South East Friesland,2013,20,1.000,,,
Male,Belgian,Belgium,South East Friesland,2014,20,1.000,,,
Male,Belgian,Belgium,South East Friesland,2015,20,1.000,,,
Male,Belgian,Belgium,South East Friesland,2016,30,0.750,,,
Male,Belgian,Belgium,South East Friesland,2017,20,1.000,,,
Male,Belgian,Belgium,South East Friesland,2018,10,1.000,,,
Male,Belgian,Belgium,North Drenthe ,2010,0,0.000,,,
Male,Belgian,Belgium,North Drenthe ,2011,10,0.500,,,
Male,Belgian,Belgium,North Drenthe ,2012,10,0.500,,,
Male,Belgian,Belgium,North Drenthe ,2013,10,0.500,,,
Male,Belgian,Belgium,North Drenthe ,2014,10,0.500,,,
Male,Belgian,Belgium,North Drenthe ,2015,10,0.500,,,
Male,Belgian,Belgium,North Drenthe ,2016,20,1.000,,,
Male,Belgian,Belgium,North Drenthe ,2017,10,1.000,,,
Male,Belgian,Belgium,Southeast Drenthe ,2010,10,0.333,,,
Male,Belgian,Belgium,Southeast Drenthe ,2011,10,0.250,,,
Male,Belgian,Belgium,Southeast Drenthe ,2012,10,0.333,,,
Male,Belgian,Belgium,Southeast Drenthe ,2013,10,0.333,,,
Male,Belgian,Belgium,Southeast Drenthe ,2014,20,0.500,,,
Male,Belgian,Belgium,Southeast Drenthe ,2015,20,0.400,,,
Male,Belgian,Belgium,Southeast Drenthe ,2016,10,0.333,,,
Male,Belgian,Belgium,Southeast Drenthe ,2017,10,0.333,,,
Male,Belgian,Belgium,Southeast Drenthe ,2018,10,0.500,,,
Male,Belgian,Belgium,Southwest Drenthe ,2010,10,1.000,,,
Male,Belgian,Belgium,Southwest Drenthe ,2011,10,1.000,,,
Male,Belgian,Belgium,Southwest Drenthe ,2012,10,1.000,,,
Male,Belgian,Belgium,Southwest Drenthe ,2013,10,1.000,,,
Male,Belgian,Belgium,Southwest Drenthe ,2014,10,1.000,,,
Male,Belgian,Belgium,Southwest Drenthe ,2015,10,1.000,,,
Male,Belgian,Belgium,Southwest Drenthe ,2016,20,0.667,,,
Male,Belgian,Belgium,Southwest Drenthe ,2017,10,0.500,,,
Male,Belgian,Belgium,North Overijssel ,2010,20,0.667,,,
Male,Belgian,Belgium,North Overijssel ,2011,20,0.667,,,
Male,Belgian,Belgium,North Overijssel ,2012,20,0.667,,,
Male,Belgian,Belgium,North Overijssel ,2013,30,0.750,,,
Male,Belgian,Belgium,North Overijssel ,2014,40,0.667,,,
Male,Belgian,Belgium,North Overijssel ,2015,30,0.600,,,
Male,Belgian,Belgium,North Overijssel ,2016,40,0.667,,,
Male,Belgian,Belgium,North Overijssel ,2017,50,0.714,,,
Male,Belgian,Belgium,North Overijssel ,2018,40,0.571,,,
Male,Belgian,Belgium,Southwest Overijssel,2011,10,1.000,,,
Male,Belgian,Belgium,Southwest Overijssel,2012,10,0.500,,,
Male,Belgian,Belgium,Southwest Overijssel,2013,10,0.500,,,
Male,Belgian,Belgium,Southwest Overijssel,2014,10,0.500,,,
Male,Belgian,Belgium,Southwest Overijssel,2015,20,0.667,,,
Male,Belgian,Belgium,Southwest Overijssel,2016,20,0.667,,,
Male,Belgian,Belgium,Southwest Overijssel,2017,20,0.667,,,
Male,Belgian,Belgium,Southwest Overijssel,2018,20,0.500,,,
Male,Belgian,Belgium,Twente,2010,30,0.750,,,
Male,Belgian,Belgium,Twente,2011,30,0.750,,,
Male,Belgian,Belgium,Twente,2012,40,0.800,,,
Male,Belgian,Belgium,Twente,2013,50,0.714,,,
Male,Belgian,Belgium,Twente,2014,60,0.750,,,
Male,Belgian,Belgium,Twente,2015,60,0.750,,,
Male,Belgian,Belgium,Twente,2016,70,0.700,,,
Male,Belgian,Belgium,Twente,2017,50,0.714,,,
Male,Belgian,Belgium,Twente,2018,60,0.667,,,
Male,Belgian,Belgium,Veluwe,2010,40,0.667,,,
Male,Belgian,Belgium,Veluwe,2011,50,0.714,,,
Male,Belgian,Belgium,Veluwe,2012,50,0.714,,,
Male,Belgian,Belgium,Veluwe,2013,60,0.750,,,
Male,Belgian,Belgium,Veluwe,2014,70,0.700,,,
Male,Belgian,Belgium,Veluwe,2015,90,0.750,,,
Male,Belgian,Belgium,Veluwe,2016,90,0.692,,,
Male,Belgian,Belgium,Veluwe,2017,100,0.769,,,
Male,Belgian,Belgium,Veluwe,2018,70,0.700,,,
Male,Belgian,Belgium,South West Gelderland ,2010,40,0.800,,,
Male,Belgian,Belgium,South West Gelderland ,2011,50,0.833,,,
Male,Belgian,Belgium,South West Gelderland ,2012,60,0.750,,,
Male,Belgian,Belgium,South West Gelderland ,2013,60,0.750,,,
Male,Belgian,Belgium,South West Gelderland ,2014,70,0.778,,,
Male,Belgian,Belgium,South West Gelderland ,2015,80,0.800,,,
Male,Belgian,Belgium,South West Gelderland ,2016,90,0.818,,,
Male,Belgian,Belgium,South West Gelderland ,2017,90,0.818,,,
Male,Belgian,Belgium,South West Gelderland ,2018,90,0.900,,,
Male,Belgian,Belgium,Back corner,2010,10,0.500,,,
Male,Belgian,Belgium,Back corner,2011,20,0.667,,,
Male,Belgian,Belgium,Back corner,2012,20,0.667,,,
Male,Belgian,Belgium,Back corner,2013,20,0.500,,,
Male,Belgian,Belgium,Back corner,2014,30,0.600,,,
Male,Belgian,Belgium,Back corner,2015,40,0.667,,,
Male,Belgian,Belgium,Back corner,2016,30,0.600,,,
Male,Belgian,Belgium,Back corner,2017,30,0.750,,,
Male,Belgian,Belgium,Back corner,2018,30,0.750,,,
Male,Belgian,Belgium,Arnhem/Nijmegen ,2010,70,0.700,,,
Male,Belgian,Belgium,Arnhem/Nijmegen ,2011,80,0.667,,,
Male,Belgian,Belgium,Arnhem/Nijmegen ,2012,100,0.714,,,
Male,Belgian,Belgium,Arnhem/Nijmegen ,2013,110,0.733,,,
Male,Belgian,Belgium,Arnhem/Nijmegen ,2014,140,0.737,,,
Male,Belgian,Belgium,Arnhem/Nijmegen ,2015,150,0.714,,,
Male,Belgian,Belgium,Arnhem/Nijmegen ,2016,150,0.714,,,
Male,Belgian,Belgium,Arnhem/Nijmegen ,2017,160,0.727,,,
Male,Belgian,Belgium,Arnhem/Nijmegen ,2018,140,0.700,,,
Male,Belgian,Belgium,Flevoland ,2010,30,0.500,,,
Male,Belgian,Belgium,Flevoland ,2011,30,0.500,,,
Male,Belgian,Belgium,Flevoland ,2012,40,0.571,,,
Male,Belgian,Belgium,Flevoland ,2013,40,0.500,,,
Male,Belgian,Belgium,Flevoland ,2014,60,0.600,,,
Male,Belgian,Belgium,Flevoland ,2015,60,0.600,,,
Male,Belgian,Belgium,Flevoland ,2016,60,0.600,,,
Male,Belgian,Belgium,Flevoland ,2017,60,0.600,,,
Male,Belgian,Belgium,Flevoland ,2018,50,0.625,,,
Male,Belgian,Belgium,Utrecht,2010,190,0.679,,,
Male,Belgian,Belgium,Utrecht,2011,230,0.719,,,
Male,Belgian,Belgium,Utrecht,2012,260,0.703,,,
Male,Belgian,Belgium,Utrecht,2013,310,0.738,,,
Male,Belgian,Belgium,Utrecht,2014,360,0.735,,,
Male,Belgian,Belgium,Utrecht,2015,350,0.714,,,
Male,Belgian,Belgium,Utrecht,2016,410,0.745,,,
Male,Belgian,Belgium,Utrecht,2017,420,0.737,,,
Male,Belgian,Belgium,Utrecht,2018,360,0.706,,,
Male,Belgian,Belgium,North Holland,2010,30,0.750,,,
Male,Belgian,Belgium,North Holland,2011,30,0.600,,,
Male,Belgian,Belgium,North Holland,2012,30,0.600,,,
Male,Belgian,Belgium,North Holland,2013,40,0.667,,,
Male,Belgian,Belgium,North Holland,2014,50,0.714,,,
Male,Belgian,Belgium,North Holland,2015,50,0.714,,,
Male,Belgian,Belgium,North Holland,2016,60,0.750,,,
Male,Belgian,Belgium,North Holland,2017,50,0.714,,,
Male,Belgian,Belgium,North Holland,2018,50,0.833,,,
Male,Belgian,Belgium,Alkmaar and surroundings ,2010,10,0.500,,,
Male,Belgian,Belgium,Alkmaar and surroundings ,2011,10,0.500,,,
Male,Belgian,Belgium,Alkmaar and surroundings ,2012,10,0.500,,,
Male,Belgian,Belgium,Alkmaar and surroundings ,2013,20,0.667,,,
Male,Belgian,Belgium,Alkmaar and surroundings ,2014,20,0.667,,,
Male,Belgian,Belgium,Alkmaar and surroundings ,2015,20,0.667,,,
Male,Belgian,Belgium,Alkmaar and surroundings ,2016,20,0.667,,,
Male,Belgian,Belgium,Alkmaar and surroundings ,2017,20,0.667,,,
Male,Belgian,Belgium,Alkmaar and surroundings ,2018,20,0.667,,,
Male,Belgian,Germany,Arnhem/Nijmegen ,2010,10,1.000,,,
Male,Belgian,Germany,Arnhem/Nijmegen ,2011,10,0.500,,,
Male,Belgian,Germany,Arnhem/Nijmegen ,2012,10,0.500,,,
Male,Belgian,Germany,Arnhem/Nijmegen ,2013,10,0.500,,,
Male,Belgian,Germany,Arnhem/Nijmegen ,2014,10,0.500,,,
Male,Belgian,Germany,Arnhem/Nijmegen ,2015,10,0.500,,,
Male,Belgian,Germany,Arnhem/Nijmegen ,2016,10,0.500,,,
Male,Belgian,Germany,Arnhem/Nijmegen ,2017,10,1.000,,,
Male,Belgian,Germany,Arnhem/Nijmegen ,2018,10,0.500,,,
Male,German,Belgium,Utrecht,2013,10,1.000,,,
Male,German,Belgium,Utrecht,2014,10,1.000,,,
Male,German,Belgium,Utrecht,2015,10,0.500,,,
Male,German,Belgium,Utrecht,2016,10,1.000,,,
Male,German,Belgium,Utrecht,2017,10,1.000,,,
Male,German,Belgium,Utrecht,2018,10,0.500,,,
Male,German,Germany,East Groningen,2010,40,0.667,,,
Male,German,Germany,East Groningen,2011,40,0.667,,,
Male,German,Germany,East Groningen,2012,50,0.714,,,
Male,German,Germany,East Groningen,2013,50,0.714,,,
Male,German,Germany,East Groningen,2014,50,0.625,,,
Male,German,Germany,East Groningen,2015,50,0.625,,,
Male,German,Germany,East Groningen,2016,60,0.667,,,
Male,German,Germany,East Groningen,2017,50,0.625,,,
Male,German,Germany,East Groningen,2018,50,0.625,,,
Male,German,Germany,Delfzijl and surroundings,2010,10,0.500,,,
Male,German,Germany,Delfzijl and surroundings,2011,10,0.500,,,
Male,German,Germany,Delfzijl and surroundings,2012,10,0.500,,,
Male,German,Germany,Delfzijl and surroundings,2013,20,0.667,,,
Male,German,Germany,Delfzijl and surroundings,2014,20,0.667,,,
Male,German,Germany,Delfzijl and surroundings,2015,20,0.667,,,
Male,German,Germany,Delfzijl and surroundings,2016,20,0.667,,,
Male,German,Germany,Delfzijl and surroundings,2017,20,0.667,,,
Male,German,Germany,Delfzijl and surroundings,2018,20,0.667,,,
Male,German,Germany,Other Groningen ,2010,100,0.833,,,
Male,German,Germany,Other Groningen ,2011,120,0.800,,,
Male,German,Germany,Other Groningen ,2012,140,0.778,,,
Male,German,Germany,Other Groningen ,2013,160,0.800,,,
Male,German,Germany,Other Groningen ,2014,200,0.833,,,
Male,German,Germany,Other Groningen ,2015,210,0.808,,,
Male,German,Germany,Other Groningen ,2016,190,0.760,,,
Male,German,Germany,Other Groningen ,2017,170,0.739,,,
Male,German,Germany,Other Groningen ,2018,150,0.750,,,
Male,German,Germany,North Frisia,2010,10,0.500,,,
Male,German,Germany,North Frisia,2011,20,0.500,,,
Male,German,Germany,North Frisia,2012,30,0.600,,,
Male,German,Germany,North Frisia,2013,30,0.750,,,
Male,German,Germany,North Frisia,2014,30,0.600,,,
Male,German,Germany,North Frisia,2015,30,0.600,,,
Male,German,Germany,North Frisia,2016,40,0.667,,,
Male,German,Germany,North Frisia,2017,30,0.600,,,
Male,German,Germany,North Frisia,2018,30,0.750,,,
Male,German,Germany,South West Friesland,2010,10,1.000,,,
Male,German,Germany,South West Friesland,2011,10,1.000,,,
Male,German,Germany,South West Friesland,2012,10,1.000,,,
Male,German,Germany,South West Friesland,2013,10,1.000,,,
Male,German,Germany,South West Friesland,2014,20,0.667,,,
Male,German,Germany,South West Friesland,2015,20,0.667,,,
Male,German,Germany,South West Friesland,2016,20,1.000,,,
Male,German,Germany,South West Friesland,2017,10,1.000,,,
Male,German,Germany,South West Friesland,2018,10,1.000,,,
Male,German,Germany,South East Friesland,2010,30,1.000,,,
Male,German,Germany,South East Friesland,2011,40,0.800,,,
Male,German,Germany,South East Friesland,2012,40,0.800,,,
Male,German,Germany,South East Friesland,2013,40,0.800,,,
Male,German,Germany,South East Friesland,2014,50,0.833,,,
Male,German,Germany,South East Friesland,2015,60,0.857,,,
Male,German,Germany,South East Friesland,2016,40,0.800,,,
Male,German,Germany,South East Friesland,2017,50,0.833,,,
Male,German,Germany,South East Friesland,2018,30,0.750,,,
Male,German,Germany,North Drenthe ,2010,20,1.000,,,
Male,German,Germany,North Drenthe ,2011,20,1.000,,,
Male,German,Germany,North Drenthe ,2012,20,0.667,,,
Male,German,Germany,North Drenthe ,2013,20,0.667,,,
Male,German,Germany,North Drenthe ,2014,30,0.750,,,
Male,German,Germany,North Drenthe ,2015,20,1.000,,,
Male,German,Germany,North Drenthe ,2016,30,0.750,,,
Male,German,Germany,North Drenthe ,2017,30,0.750,,,
Male,German,Germany,North Drenthe ,2018,20,0.667,,,
Male,German,Germany,Southeast Drenthe ,2010,100,0.714,,,
Male,German,Germany,Southeast Drenthe ,2011,110,0.733,,,
Male,German,Germany,Southeast Drenthe ,2012,150,0.789,,,
Male,German,Germany,Southeast Drenthe ,2013,170,0.773,,,
Male,German,Germany,Southeast Drenthe ,2014,180,0.750,,,
Male,German,Germany,Southeast Drenthe ,2015,180,0.783,,,
Male,German,Germany,Southeast Drenthe ,2016,170,0.773,,,
Male,German,Germany,Southeast Drenthe ,2017,160,0.762,,,
Male,German,Germany,Southeast Drenthe ,2018,170,0.773,,,
Male,German,Germany,Southwest Drenthe ,2010,20,0.667,,,
Male,German,Germany,Southwest Drenthe ,2011,30,0.750,,,
Male,German,Germany,Southwest Drenthe ,2012,30,0.750,,,
Male,German,Germany,Southwest Drenthe ,2013,30,0.750,,,
Male,German,Germany,Southwest Drenthe ,2014,30,0.750,,,
Male,German,Germany,Southwest Drenthe ,2015,30,0.750,,,
Male,German,Germany,Southwest Drenthe ,2016,30,0.750,,,
Male,German,Germany,Southwest Drenthe ,2017,30,0.750,,,
Male,German,Germany,Southwest Drenthe ,2018,30,0.750,,,
Male,German,Germany,North Overijssel ,2010,140,0.875,,,
Male,German,Germany,North Overijssel ,2011,150,0.833,,,
Male,German,Germany,North Overijssel ,2012,150,0.833,,,
Male,German,Germany,North Overijssel ,2013,160,0.842,,,
Male,German,Germany,North Overijssel ,2014,260,0.867,,,
Male,German,Germany,North Overijssel ,2015,210,0.875,,,
Male,German,Germany,North Overijssel ,2016,200,0.833,,,
Male,German,Germany,North Overijssel ,2017,160,0.800,,,
Male,German,Germany,North Overijssel ,2018,140,0.824,,,
Male,German,Germany,Southwest Overijssel,2010,110,0.846,,,
Male,German,Germany,Southwest Overijssel,2011,130,0.867,,,
Male,German,Germany,Southwest Overijssel,2012,140,0.875,,,
Male,German,Germany,Southwest Overijssel,2013,140,0.824,,,
Male,German,Germany,Southwest Overijssel,2014,160,0.842,,,
Male,German,Germany,Southwest Overijssel,2015,180,0.818,,,
Male,German,Germany,Southwest Overijssel,2016,200,0.909,,,
Male,German,Germany,Southwest Overijssel,2017,160,0.889,,,
Male,German,Germany,Southwest Overijssel,2018,160,0.889,,,
Male,German,Germany,Twente,2010,620,0.738,,,
Male,German,Germany,Twente,2011,700,0.737,,,
Male,German,Germany,Twente,2012,760,0.724,,,
Male,German,Germany,Twente,2013,810,0.723,,,
Male,German,Germany,Twente,2014,1040,0.738,,,
Male,German,Germany,Twente,2015,920,0.724,,,
Male,German,Germany,Twente,2016,820,0.695,,,
Male,German,Germany,Twente,2017,810,0.692,,,
Male,German,Germany,Twente,2018,840,0.677,,,
Male,German,Germany,Veluwe,2010,160,0.842,,,
Male,German,Germany,Veluwe,2011,180,0.818,,,
Male,German,Germany,Veluwe,2012,200,0.833,,,
Male,German,Germany,Veluwe,2013,210,0.808,,,
Male,German,Germany,Veluwe,2014,250,0.833,,,
Male,German,Germany,Veluwe,2015,220,0.815,,,
Male,German,Germany,Veluwe,2016,240,0.828,,,
Male,German,Germany,Veluwe,2017,230,0.767,,,
Male,German,Germany,Veluwe,2018,220,0.786,,,
Male,German,Germany,South West Gelderland ,2010,100,0.769,,,
Male,German,Germany,South West Gelderland ,2011,100,0.769,,,
Male,German,Germany,South West Gelderland ,2012,100,0.769,,,
Male,German,Germany,South West Gelderland ,2013,110,0.786,,,
Male,German,Germany,South West Gelderland ,2014,130,0.765,,,
Male,German,Germany,South West Gelderland ,2015,130,0.765,,,
Male,German,Germany,South West Gelderland ,2016,130,0.813,,,
Male,German,Germany,South West Gelderland ,2017,110,0.786,,,
Male,German,Germany,South West Gelderland ,2018,90,0.818,,,
Male,German,Germany,Back corner,2010,500,0.794,,,
Male,German,Germany,Back corner,2011,540,0.771,,,
Male,German,Germany,Back corner,2012,570,0.770,,,
Male,German,Germany,Back corner,2013,630,0.768,,,
Male,German,Germany,Back corner,2014,690,0.742,,,
Male,German,Germany,Back corner,2015,680,0.723,,,
Male,German,Germany,Back corner,2016,660,0.750,,,
Male,German,Germany,Back corner,2017,620,0.747,,,
Male,German,Germany,Back corner,2018,600,0.723,,,
Male,German,Germany,Arnhem/Nijmegen ,2010,620,0.785,,,
Male,German,Germany,Arnhem/Nijmegen ,2011,690,0.775,,,
Male,German,Germany,Arnhem/Nijmegen ,2012,750,0.773,,,
Male,German,Germany,Arnhem/Nijmegen ,2013,810,0.779,,,
Male,German,Germany,Arnhem/Nijmegen ,2014,920,0.786,,,
Male,German,Germany,Arnhem/Nijmegen ,2015,920,0.773,,,
Male,German,Germany,Arnhem/Nijmegen ,2016,880,0.786,,,
Male,German,Germany,Arnhem/Nijmegen ,2017,870,0.798,,,
Male,German,Germany,Arnhem/Nijmegen ,2018,890,0.788,,,
Male,German,Germany,Flevoland ,2010,50,0.833,,,
Male,German,Germany,Flevoland ,2011,60,0.750,,,
Male,German,Germany,Flevoland ,2012,60,0.750,,,
Male,German,Germany,Flevoland ,2013,60,0.750,,,
Male,German,Germany,Flevoland ,2014,80,0.800,,,
Male,German,Germany,Flevoland ,2015,60,0.750,,,
Male,German,Germany,Flevoland ,2016,60,0.750,,,
Male,German,Germany,Flevoland ,2017,70,0.778,,,
Male,German,Germany,Flevoland ,2018,50,0.714,,,
Male,German,Germany,Utrecht,2010,140,0.824,,,
Male,German,Germany,Utrecht,2011,150,0.789,,,
Male,German,Germany,Utrecht,2012,170,0.810,,,
Male,German,Germany,Utrecht,2013,200,0.800,,,
Male,German,Germany,Utrecht,2014,290,0.784,,,
Male,German,Germany,Utrecht,2015,240,0.800,,,
Male,German,Germany,Utrecht,2016,240,0.750,,,
Male,German,Germany,Utrecht,2017,240,0.750,,,
Male,German,Germany,Utrecht,2018,240,0.750,,,
Male,German,Germany,North Holland,2010,50,0.833,,,
Male,German,Germany,North Holland,2011,60,0.857,,,
Male,German,Germany,North Holland,2012,70,0.875,,,
Male,German,Germany,North Holland,2013,70,0.875,,,
Male,German,Germany,North Holland,2014,80,0.889,,,
Male,German,Germany,North Holland,2015,70,0.875,,,
Male,German,Germany,North Holland,2016,70,0.875,,,
Male,German,Germany,North Holland,2017,60,0.857,,,
Male,German,Germany,North Holland,2018,50,0.833,,,
Male,German,Germany,Alkmaar and surroundings ,2010,10,0.500,,,
Male,German,Germany,Alkmaar and surroundings ,2011,10,0.500,,,
Male,German,Germany,Alkmaar and surroundings ,2012,10,0.500,,,
Male,German,Germany,Alkmaar and surroundings ,2013,10,0.500,,,
Male,German,Germany,Alkmaar and surroundings ,2014,20,0.667,,,
Male,German,Germany,Alkmaar and surroundings ,2015,20,0.667,,,
Male,German,Germany,Alkmaar and surroundings ,2016,20,0.667,,,
Male,German,Germany,Alkmaar and surroundings ,2017,10,0.500,,,
Male,German,Germany,Alkmaar and surroundings ,2018,10,0.500,,,
Male,Dutch,Belgium,East Groningen,2013,0,0.000,,,
Male,Dutch,Belgium,East Groningen,2014,10,0.500,,,
Male,Dutch,Belgium,East Groningen,2015,10,0.500,,,
Male,Dutch,Belgium,East Groningen,2016,10,0.500,,,
Male,Dutch,Belgium,East Groningen,2017,10,1.000,,,
Male,Dutch,Belgium,Delfzijl and surroundings,2010,10,1.000,,,
Male,Dutch,Belgium,Delfzijl and surroundings,2011,10,1.000,,,
Male,Dutch,Belgium,Delfzijl and surroundings,2012,10,1.000,,,
Male,Dutch,Belgium,Delfzijl and surroundings,2013,10,1.000,,,
Male,Dutch,Belgium,Delfzijl and surroundings,2014,10,1.000,,,
Male,Dutch,Belgium,Delfzijl and surroundings,2015,10,1.000,,,
Male,Dutch,Belgium,Delfzijl and surroundings,2016,10,1.000,,,
Male,Dutch,Belgium,Other Groningen ,2010,40,0.571,,,
Male,Dutch,Belgium,Other Groningen ,2011,50,0.625,,,
Male,Dutch,Belgium,Other Groningen ,2012,50,0.625,,,
Male,Dutch,Belgium,Other Groningen ,2013,50,0.625,,,
Male,Dutch,Belgium,Other Groningen ,2014,70,0.583,,,
Male,Dutch,Belgium,Other Groningen ,2015,70,0.636,,,
Male,Dutch,Belgium,Other Groningen ,2016,80,0.667,,,
Male,Dutch,Belgium,Other Groningen ,2017,50,0.625,,,
Male,Dutch,Belgium,Other Groningen ,2018,10,0.500,,,
Male,Dutch,Belgium,North Frisia,2010,40,0.667,,,
Male,Dutch,Belgium,North Frisia,2011,30,0.600,,,
Male,Dutch,Belgium,North Frisia,2012,30,0.600,,,
Male,Dutch,Belgium,North Frisia,2013,30,0.600,,,
Male,Dutch,Belgium,North Frisia,2014,30,0.500,,,
Male,Dutch,Belgium,North Frisia,2015,40,0.667,,,
Male,Dutch,Belgium,North Frisia,2016,40,0.571,,,
Male,Dutch,Belgium,North Frisia,2017,30,0.600,,,
Male,Dutch,Belgium,North Frisia,2018,10,0.500,,,
Male,Dutch,Belgium,South West Friesland,2010,10,1.000,,,
Male,Dutch,Belgium,South West Friesland,2011,10,1.000,,,
Male,Dutch,Belgium,South West Friesland,2012,10,1.000,,,
Male,Dutch,Belgium,South West Friesland,2013,10,1.000,,,
Male,Dutch,Belgium,South West Friesland,2014,10,1.000,,,
Male,Dutch,Belgium,South West Friesland,2015,10,1.000,,,
Male,Dutch,Belgium,South West Friesland,2016,10,1.000,,,
Male,Dutch,Belgium,South West Friesland,2017,0,0.000,,,
Male,Dutch,Belgium,South East Friesland,2010,20,0.667,,,
Male,Dutch,Belgium,South East Friesland,2011,20,0.667,,,
Male,Dutch,Belgium,South East Friesland,2012,20,0.667,,,
Male,Dutch,Belgium,South East Friesland,2013,20,0.667,,,
Male,Dutch,Belgium,South East Friesland,2014,20,0.667,,,
Male,Dutch,Belgium,South East Friesland,2015,20,0.667,,,
Male,Dutch,Belgium,South East Friesland,2016,30,1.000,,,
Male,Dutch,Belgium,South East Friesland,2017,20,0.667,,,
Male,Dutch,Belgium,South East Friesland,2018,10,0.500,,,
Male,Dutch,Belgium,North Drenthe ,2010,10,0.500,,,
Male,Dutch,Belgium,North Drenthe ,2011,10,0.500,,,
Male,Dutch,Belgium,North Drenthe ,2012,10,0.500,,,
Male,Dutch,Belgium,North Drenthe ,2013,10,0.500,,,
Male,Dutch,Belgium,North Drenthe ,2014,20,0.667,,,
Male,Dutch,Belgium,North Drenthe ,2015,20,0.500,,,
Male,Dutch,Belgium,North Drenthe ,2016,20,0.667,,,
Male,Dutch,Belgium,North Drenthe ,2017,20,0.667,,,
Male,Dutch,Belgium,North Drenthe ,2018,10,1.000,,,
Male,Dutch,Belgium,Southeast Drenthe ,2010,20,0.667,,,
Male,Dutch,Belgium,Southeast Drenthe ,2011,20,0.500,,,
Male,Dutch,Belgium,Southeast Drenthe ,2012,20,0.500,,,
Male,Dutch,Belgium,Southeast Drenthe ,2013,20,0.500,,,
Male,Dutch,Belgium,Southeast Drenthe ,2014,30,0.600,,,
Male,Dutch,Belgium,Southeast Drenthe ,2015,20,0.500,,,
Male,Dutch,Belgium,Southeast Drenthe ,2016,20,0.500,,,
Male,Dutch,Belgium,Southeast Drenthe ,2017,10,0.500,,,
Male,Dutch,Belgium,Southeast Drenthe ,2018,0,0.000,,,
Male,Dutch,Belgium,Southwest Drenthe ,2010,10,0.500,,,
Male,Dutch,Belgium,Southwest Drenthe ,2011,20,0.667,,,
Male,Dutch,Belgium,Southwest Drenthe ,2012,20,0.667,,,
Male,Dutch,Belgium,Southwest Drenthe ,2013,20,0.667,,,
Male,Dutch,Belgium,Southwest Drenthe ,2014,20,0.667,,,
Male,Dutch,Belgium,Southwest Drenthe ,2015,30,0.750,,,
Male,Dutch,Belgium,Southwest Drenthe ,2016,20,0.667,,,
Male,Dutch,Belgium,Southwest Drenthe ,2017,20,0.667,,,
Male,Dutch,Belgium,Southwest Drenthe ,2018,20,0.667,,,
Male,Dutch,Belgium,North Overijssel ,2010,50,0.625,,,
Male,Dutch,Belgium,North Overijssel ,2011,50,0.625,,,
